manual,ai_model,accuracy,accuracy_percent
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Module ID Code),Predicted: Machine ID (Module ID code) [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Module ID Code),Predicted: Read Module ID Code [naming convention; not scored]
MN040018_EN.pdf,gpt-5.1,8/13,61.54%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),Predicted: 1 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=19),Predicted: 1
,,Wrong: Baud Rate (subnetwork.properties.baudRate=115200),Predicted: 1
,,Wrong: Parity (subnetwork.properties.parity=0),"Predicted: not found [combo (Parity=not found, Stop Bits=0) not supported (allowed: (0,1) | (0,0) | (2,1) | (3,1))]"
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=0),"Predicted: 0 [combo (Parity=not found, Stop Bits=0) not supported (allowed: (0,1) | (0,0) | (2,1) | (3,1))]"
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Fan Runtime),Predicted: Fan Runtime [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Fan Runtime),Predicted: Read/write single/multiple holding registers [naming convention; not scored]
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,7/13,53.85%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Wrong: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 0
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=8447),Predicted: 0
,,Wrong: Baud Rate (subnetwork.properties.baudRate=9600),Predicted: not found
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Parity (subnetwork.properties.parity=0),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=RTU_ELR),Predicted: Reset Mode in Trip Setup [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Reset Mode in Trip Setup),Predicted: Read/Write Reset Mode [naming convention; not scored]
Modbus-RTU-Manual.2022.pdf,gpt-5.1,10/13,76.92%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),Predicted: 1 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=9600),Predicted: 9600 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Wrong: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 0
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=35),Predicted: not found
,,Wrong: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 0
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Temperature),Predicted: Temperature [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Temperature),Predicted: Read Holding Registers [naming convention; not scored]
ModbusManual_920-0072E.pdf,gpt-5.1,7/13,53.85%
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=2),Predicted: 1
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1),Predicted: 40002
,,Wrong: Baud Rate (subnetwork.properties.baudRate=9600),Predicted: not found
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Parity (subnetwork.properties.parity=0),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=0),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Status Code),Predicted: Status Code (SC) [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Status Code (SC)),Predicted: Read Status Code [naming convention; not scored]
modbusprotokollkostalsmartenergymeter.pdf,gpt-5.1,8/13,61.54%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 1 [wire-equivalent]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Wrong: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: not found
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Parity (subnetwork.properties.parity=0),Predicted: not found
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=0),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Power Factor),Predicted: Reactive power+ [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Reactive power+),Predicted: Read Reactive power+ [naming convention; not scored]
Modbus_RTU_register_map_for_TRIO-20.0(27.6)-TL-OUTD_Revision_1.6.pdf,gpt-5.1,12/13,92.31%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 1 [wire-equivalent]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=101),Predicted: 101 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 2400 [accepted alternate; default was 19200]
,,Wrong: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 103
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Map Size),Predicted: Inverter – Map size [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Map size),Predicted: Read inverter map size [naming convention; not scored]
PM5100.pdf,gpt-5.1,3/13,23.08%
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=2),Predicted: 2 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 9600 [accepted alternate; default was 19200]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),Predicted: not found
,,Wrong: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: not found
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=129),Predicted: not found
,,Wrong: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: not found
,,Wrong: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: not found
,,Wrong: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: not found
,,Wrong: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: not found
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=0),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Serial_number),Predicted: Serial number [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Serial_number),Predicted: not found [naming convention; not scored]
PM5300 User Manual.pdf,gpt-5.1,11/13,84.62%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: not found [wire-equivalent]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=3204),Predicted: 3204 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=4),Predicted: 4 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=8),Predicted: 8 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=8),Predicted: 8 [default]
,,Correct: Parity (subnetwork.properties.parity=2),Predicted: 2 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 9600 [accepted alternate; default was 19200]
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: 0
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Serial_number),Predicted: Active energy delivered [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Active energy delivered),Predicted: Read holding registers [naming convention; not scored]
pmt-hps-51-52-25-66rt.pdf,gpt-5.1,6/13,46.15%
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=2),Predicted: not found
,,Wrong: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: not found
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=7776),Predicted: 1
,,Wrong: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 2
,,Wrong: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 4
,,Wrong: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 4
,,Wrong: Baud Rate (subnetwork.properties.baudRate=38400),Predicted: 300
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Temperature),Predicted: Region8 Counts [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Region8 Counts),Predicted: Read Region8 Counts [naming convention; not scored]
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,9/13,69.23%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),Predicted: 1 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=5),Predicted: 6
,,Wrong: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 0
,,Wrong: Parity (subnetwork.properties.parity=2),Predicted: not found
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=RTVS1),Predicted: Device state [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Device state),Predicted: Read input registers [naming convention; not scored]
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,13/13,100.00%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 1 [wire-equivalent]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1052),Predicted: 1052 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=9600),Predicted: 1200 [accepted alternate; default was 9600]
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=S111),Predicted: Power factor A [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Power_factor_A),Predicted: Read Power factor A [naming convention; not scored]
s5gbm_modbus-installation-kep-x.pdf,gpt-5.1,8/13,61.54%
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 1200 [accepted alternate; default was 19200]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 1
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=12),Predicted: 13
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Parity (subnetwork.properties.parity=0),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=0),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=RunTime),Predicted: Ordering Number [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Ordering Number),Predicted: Read holding register / Write multiple registers [naming convention; not scored]
S6+Standard+MODBUS-RTU+Communication+Module++User+Manual.pdf,gpt-5.1,12/13,92.31%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 1 [wire-equivalent]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1),Predicted: 1 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 9600 [accepted alternate; default was 19200]
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Alarm),Predicted: ALM (Alarm) [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=ALM (Alarm)),Predicted: Read alarm status [naming convention; not scored]
Schneider-Electric_Acti9-iEM3000-Energy-Meters_A9MEM3355-User-Manual.pdf,gpt-5.1,9/13,69.23%
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=38400),Predicted: 9600 [accepted alternate; default was 38400]
,,Non-default match: Parity (subnetwork.properties.parity=0),Predicted: 2 [accepted alternate; default was 0]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),Predicted: not found
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=2999),Predicted: 0
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=I1: phase 1 current),Predicted: I1: phase 1 current [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=I1: phase 1 current),Predicted: Read I1 phase 1 current [naming convention; not scored]
SDM120-MODBUS_Protocol.pdf,gpt-5.1,11/13,84.62%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=2),Predicted: 1 [wire-equivalent]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=0),Predicted: 0 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=2400),Predicted: 2400 [default]
,,Correct: Parity (subnetwork.properties.parity=0subnetwork.properties.parity=0),"Predicted: 0 [accepted combo (Parity=0, Stop Bits=0)]"
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),"Predicted: 0 [accepted combo (Parity=0, Stop Bits=0)]"
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Eastron SDM120Modbus Smart Meter),Predicted: Voltage [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=voltage),Predicted: Read Voltage [naming convention; not scored]
sdm230-modbus.pdf,gpt-5.1,11/13,84.62%
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=2400),Predicted: 1200 [accepted alternate; default was 2400]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=2),Predicted: 1
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=72),Predicted: 0
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Import active energy),Predicted: Import active energy [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Import active energy),Predicted: Read Import active energy [naming convention; not scored]
SDM630_MODBUS_Protocol.pdf,gpt-5.1,11/13,84.62%
